"file","row_number","title_item","link","status","success"
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2003-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2004-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2005-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2006-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2007-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2008-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2009-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2010-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2011-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2012-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2013-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2014-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",6,"Global land cover maps netcdf","https://dap.ceda.ac.uk/neodc/esacci/land_cover/data/land_cover_maps/v2.0.7/ESACCI-LC-L4-LCCS-Map-300m-P1Y-2015-v2.0.7.nc?download=1","404",FALSE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_1992_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_1993_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_1994_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_1995_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_1996_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_1997_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_1998_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_1999_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2000_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2001_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2002_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2003_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2004_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2005_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2006_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2007_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2008_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2009_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2010_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2011_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2012_V1.tif?download=1","200",TRUE
"csv/expvul.csv",7,"CCNL","https://zenodo.org/records/6644980/files/CCNL_DMSP_2013_V1.tif?download=1","200",TRUE
"csv/expvul.csv",8,"Index 0.1 dec deg","https://zenodo.org/records/4957647/files/CISI.zip?download=1","200",TRUE
"csv/expvul.csv",9,"Index 0.25 dec deg","https://zenodo.org/records/4957647/files/CISI.zip?download=1","200",TRUE
"csv/expvul.csv",10,"Types 0.1 dec deg","https://zenodo.org/records/4957647/files/Amount_of_infrastructure.zip?download=1","200",TRUE
"csv/expvul.csv",11,"Types 0.25 dec deg","https://zenodo.org/records/4957647/files/Amount_of_infrastructure.zip?download=1","200",TRUE
"csv/expvul.csv",12,"DMSP NTL","https://figshare.com/ndownloader/articles/9828827/versions/8","202",TRUE
"csv/expvul.csv",14,"Crop production value","https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/V/2010/all_2010_val.tif","200",TRUE
"csv/expvul.csv",15,"Irrigation availability","https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/LR/wat/GLCSv11_12_5m.tif","200",TRUE
"csv/expvul.csv",17,"GDP excel","https://sedac.ciesin.columbia.edu/downloads/data/spatialecon/spatialecon-gecon-v4/spatialecon-gecon-v4-xls.zip","Timeout was reached [sedac.ciesin.columbia.edu]:
Connection timed out after 10012 milliseconds",FALSE
"csv/expvul.csv",18,"GDP ascii","https://sedac.ciesin.columbia.edu/downloads/data/spatialecon/spatialecon-gecon-v4/spatialecon-gecon-v4-gis-ascii.zip","Timeout was reached [sedac.ciesin.columbia.edu]:
Connection timed out after 10012 milliseconds",FALSE
"csv/expvul.csv",19,"Mollweide 10 m","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_C_GLOBE_R2023A/GHS_BUILT_C_MSZ_E2018_GLOBE_R2023A_54009_10/V1-0/GHS_BUILT_C_MSZ_E2018_GLOBE_R2023A_54009_10_V1_0.zip","200",TRUE
"csv/expvul.csv",19,"Mollweide 10 m","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_C_GLOBE_R2023A/GHS_BUILT_C_FUN_E2018_GLOBE_R2023A_54009_10/V1-0/GHS_BUILT_C_FUN_E2018_GLOBE_R2023A_54009_10_V1_0.zip","200",TRUE
"csv/expvul.csv",20,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_H_GLOBE_R2023A/GHS_BUILT_H_AGBH_E2018_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_H_AGBH_E2018_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",20,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_H_GLOBE_R2023A/GHS_BUILT_H_ANBH_E2018_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_H_ANBH_E2018_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",21,"Mollweide 100 m","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_H_GLOBE_R2023A/GHS_BUILT_H_AGBH_E2018_GLOBE_R2023A_54009_100/V1-0/GHS_BUILT_H_AGBH_E2018_GLOBE_R2023A_54009_100_V1_0.zip","200",TRUE
"csv/expvul.csv",21,"Mollweide 100 m","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_H_GLOBE_R2023A/GHS_BUILT_H_ANBH_E2018_GLOBE_R2023A_54009_100/V1-0/GHS_BUILT_H_ANBH_E2018_GLOBE_R2023A_54009_100_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1975_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E1975_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1975_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E1975_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1980_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E1980_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1980_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E1980_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1985_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E1985_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1985_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E1985_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1990_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E1990_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1990_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E1990_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1995_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E1995_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1995_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E1995_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2000_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2000_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2000_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2000_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2005_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2005_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2005_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2005_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2010_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2010_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2010_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2010_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2015_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2015_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2015_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2015_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2020_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2020_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2020_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2020_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2025_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2025_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2025_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2025_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2030_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2030_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",22,"Mollweide 1 km","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2030_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2030_GLOBE_R2023A_54009_1000_V1_0.zip","200",TRUE
"csv/expvul.csv",23,"Mollweide 10 m","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2018_GLOBE_R2023A_54009_10/V1-0/GHS_BUILT_S_E2018_GLOBE_R2023A_54009_10_V1_0.zip","200",TRUE
"csv/expvul.csv",23,"Mollweide 10 m","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2018_GLOBE_R2023A_54009_10/V1-0/GHS_BUILT_S_NRES_E2018_GLOBE_R2023A_54009_10_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1975_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E1975_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1975_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E1975_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1980_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E1980_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1980_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E1980_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1985_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E1985_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1985_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E1985_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1990_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E1990_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1990_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E1990_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1995_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E1995_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1995_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E1995_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2000_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2000_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2000_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2000_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2005_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2005_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2005_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2005_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2010_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2010_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2010_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2010_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2015_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2015_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2015_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2015_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2020_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2020_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2020_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2020_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2025_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2025_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2025_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2025_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2030_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2030_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",24,"WGS84 3 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2030_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2030_GLOBE_R2023A_4326_3ss_V1_0.zip","200",TRUE
"csv/expvul.csv",25,"WGS84 30 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1975_GLOBE_R2023A_4326_30ss/V1-0/GHS_BUILT_S_E1975_GLOBE_R2023A_4326_30ss_V1_0.zip","200",TRUE
"csv/expvul.csv",25,"WGS84 30 arc seconds","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1975_GLOBE_R2023A_4326_30ss/V1-0/GHS_BUILT_S_NRES_E1975_GLOBE_R2023A_4326_30ss_V1_0.zip","200",TRUE
